CustomerID,Recency,Frequency,Monetary,AvgOrderValue,R_Score,F_Score,M_Score,RFM_Score,Segment
13435.0,12,2,665.34,13.045882352941177,5,2,3,523,New Customers
13438.0,183,1,46.5,46.5,1,1,1,111,Lost Customers
13439.0,24,2,702.9,6.220353982300884,4,2,3,423,New Customers
13440.0,59,7,1295.25,21.953389830508474,3,5,4,354,Loyal Customers
13441.0,67,1,424.26,16.970399999999998,3,1,2,312,Others
13442.0,303,3,419.87,11.04921052631579,1,3,2,132,At Risk
13443.0,84,6,1280.16,6.275294117647059,2,4,4,244,At Risk
13444.0,10,2,631.6800000000001,10.891034482758622,5,2,3,523,New Customers
13445.0,262,1,241.89999999999998,34.55714285714286,1,1,1,111,Lost Customers
13446.0,66,11,3881.89,20.218177083333334,3,5,5,355,Loyal Customers
13448.0,9,9,5701.5,15.706611570247935,5,5,5,555,Champions
13450.0,10,7,2076.32,27.320000000000004,5,5,4,554,Champions
13451.0,17,6,4214.77,7.036343906510852,4,4,5,445,Champions
13452.0,108,1,139.8,139.8,2,1,1,211,Lost Customers
13453.0,38,1,424.71,18.465652173913043,3,1,2,312,Others
13454.0,277,1,219.87,9.559565217391304,1,1,1,111,Lost Customers
13455.0,2,5,1847.59,18.85295918367347,5,4,4,544,Champions
13457.0,324,2,148.22,16.468888888888888,1,2,1,121,Lost Customers
13458.0,15,2,2312.7,22.453398058252425,5,2,5,525,New Customers
13459.0,260,2,1160.4099999999999,15.896027397260273,1,2,4,124,Cannot Lose Them
13461.0,43,3,2715.0,77.57142857142857,3,3,5,335,Loyal Customers
13462.0,46,4,1002.35,16.16693548387097,3,4,4,344,Loyal Customers
13464.0,30,5,2422.96,22.02690909090909,4,4,5,445,Champions
13465.0,82,2,931.12,27.385882352941177,2,2,3,223,Cannot Lose Them
13466.0,44,4,705.45,18.564473684210526,3,4,3,343,Loyal Customers
13468.0,4,38,7685.54,18.041173708920187,5,5,5,555,Champions
13469.0,289,1,82.4,13.733333333333334,1,1,1,111,Lost Customers
13472.0,99,2,592.24,21.15142857142857,2,2,3,223,Cannot Lose Them
13473.0,210,6,2235.12,45.61469387755102,1,4,5,145,At Risk
13474.0,79,2,434.2,6.578787878787878,2,2,2,222,Lost Customers
13476.0,42,3,823.0,17.145833333333332,3,3,3,333,Loyal Customers
13477.0,91,5,1379.59,17.463164556962024,2,4,4,244,At Risk
13478.0,105,5,2215.78,17.72624,2,4,5,245,At Risk
13479.0,88,2,550.42,14.484736842105262,2,2,3,223,Cannot Lose Them
13480.0,52,2,627.82,15.31268292682927,3,2,3,323,Potential Loyalists
13481.0,10,6,2026.28,17.61982608695652,5,4,4,544,Champions
13482.0,263,1,151.45,16.827777777777776,1,1,1,111,Lost Customers
13484.0,19,2,476.92,15.384516129032258,4,2,2,422,New Customers
13485.0,12,10,2564.98,18.99985185185185,5,5,5,555,Champions
13487.0,141,2,271.47,18.098000000000003,2,2,2,222,Lost Customers
13488.0,3,11,6619.57,21.9191059602649,5,5,5,555,Champions
13490.0,290,1,154.25,19.28125,1,1,1,111,Lost Customers
13491.0,8,18,3350.7400000000002,18.410659340659343,5,5,5,555,Champions
13495.0,4,6,3329.39,33.63020202020202,5,4,5,545,Champions
13497.0,4,5,972.28,20.25583333333333,5,4,3,543,Loyal Customers
13498.0,366,1,327.38,19.25764705882353,1,1,2,112,Lost Customers
13500.0,37,1,299.53,14.976499999999998,3,1,2,312,Others
13501.0,122,2,1544.79,24.915967741935482,2,2,4,224,Cannot Lose Them
13502.0,51,2,488.5,32.56666666666667,3,2,2,322,Others
13503.0,115,5,1688.54,9.328950276243093,2,4,4,244,At Risk
13506.0,5,4,1180.68,16.398333333333333,5,4,4,544,Champions
13508.0,278,1,176.07999999999998,11.004999999999999,1,1,1,111,Lost Customers
13509.0,143,1,135.0,27.0,2,1,1,211,Lost Customers
13510.0,11,7,2766.73,15.900747126436782,5,5,5,555,Champions
13511.0,312,1,282.76,56.552,1,1,2,112,Lost Customers
13512.0,23,3,462.18,19.2575,4,3,2,432,Others
13513.0,77,2,619.49,20.64966666666667,2,2,3,223,Cannot Lose Them
13514.0,64,3,663.7,39.04117647058824,3,3,3,333,Loyal Customers
13515.0,85,2,374.7,22.041176470588233,2,2,2,222,Lost Customers
13516.0,53,1,295.85,17.40294117647059,3,1,2,312,Others
13519.0,78,1,220.46,20.041818181818183,2,1,1,211,Lost Customers
13520.0,7,6,3285.05,29.33080357142857,5,4,5,545,Champions
13523.0,2,2,1136.64,19.265084745762714,5,2,4,524,New Customers
13526.0,374,2,1182.0,26.863636363636363,1,2,4,124,Cannot Lose Them
13527.0,54,5,2396.23,10.240299145299145,3,4,5,345,Loyal Customers
13530.0,270,1,402.97999999999996,22.387777777777774,1,1,2,112,Lost Customers
13531.0,2,5,1254.72,18.451764705882354,5,4,4,544,Champions
13534.0,15,10,1850.82,19.279374999999998,5,5,4,554,Champions
13535.0,38,1,89.5,89.5,3,1,1,311,Others
13537.0,61,2,717.85,17.09166666666667,3,2,3,323,Potential Loyalists
13538.0,32,5,1831.88,15.393949579831935,4,4,4,444,Champions
13539.0,56,4,938.02,19.143265306122448,3,4,3,343,Loyal Customers
13540.0,103,3,632.39,19.7621875,2,3,3,233,At Risk
13541.0,63,2,785.25,78.525,3,2,3,323,Potential Loyalists
13542.0,12,17,4006.17,11.887744807121662,5,5,5,555,Champions
13543.0,270,2,1439.6100000000001,30.630000000000003,1,2,4,124,Cannot Lose Them
13544.0,47,4,537.59,3.1438011695906436,3,4,3,343,Loyal Customers
13545.0,26,2,374.64,6.572631578947369,4,2,2,422,New Customers
13546.0,18,2,465.15,8.457272727272727,4,2,2,422,New Customers
13547.0,44,1,175.53,3.7346808510638296,3,1,1,311,Others
13548.0,107,1,226.57999999999998,3.5965079365079364,2,1,1,211,Lost Customers
13549.0,23,1,87.6,10.95,4,1,1,411,New Customers
13550.0,19,1,349.51,7.943409090909091,4,1,2,412,New Customers
13551.0,302,1,152.39999999999998,152.39999999999998,1,1,1,111,Lost Customers
13552.0,64,10,3238.85,32.715656565656566,3,5,5,355,Loyal Customers
13553.0,310,1,517.8,5.508510638297872,1,1,3,113,Cannot Lose Them
13554.0,16,7,1638.28,8.232562814070352,4,5,4,454,Champions
13555.0,14,9,4849.91,17.896346863468633,5,5,5,555,Champions
13556.0,65,2,200.82,22.313333333333333,3,2,1,321,Others
13557.0,51,11,2448.2,16.76849315068493,3,5,5,355,Loyal Customers
13559.0,148,2,990.0,495.0,2,2,3,223,Cannot Lose Them
13561.0,33,10,1678.86,7.666027397260273,4,5,4,454,Champions
13562.0,37,5,3038.85,26.65657894736842,3,4,5,345,Loyal Customers
13564.0,4,35,15500.53,13.047584175084175,5,5,5,555,Champions
13565.0,47,1,174.57999999999998,7.935454545454545,3,1,1,311,Others
13566.0,70,3,833.41,4.209141414141414,3,3,3,333,Loyal Customers
13567.0,64,4,1083.69,5.338374384236453,3,4,4,344,Loyal Customers
13569.0,3,3,520.03,4.03124031007752,5,3,3,533,Loyal Customers
13571.0,18,14,2454.2200000000003,7.326029850746269,4,5,5,455,Champions
13573.0,15,4,622.07,9.874126984126985,5,4,3,543,Loyal Customers
13574.0,47,1,421.25,4.089805825242719,3,1,2,312,Others
13576.0,9,11,4834.400000000001,31.597385620915038,5,5,5,555,Champions
13577.0,18,7,1801.68,21.19623529411765,4,5,4,454,Champions
13578.0,45,1,147.66,16.406666666666666,3,1,1,311,Others
13579.0,5,4,1072.0,16.0,5,4,4,544,Champions
13580.0,42,1,107.75,21.55,3,1,1,311,Others
13581.0,50,1,162.53,7.066521739130435,3,1,1,311,Others
13582.0,25,2,241.68,21.970909090909092,4,2,1,421,New Customers
13583.0,315,1,664.001,15.441883720930232,1,1,3,113,Cannot Lose Them
13584.0,134,2,250.05,4.238135593220339,2,2,1,221,Lost Customers
13585.0,166,3,684.54,17.552307692307693,2,3,3,233,At Risk
13586.0,177,1,131.53,6.263333333333334,1,1,1,111,Lost Customers
13587.0,85,3,961.1,43.68636363636364,2,3,3,233,At Risk
13589.0,85,4,741.09,23.906129032258065,2,4,3,243,At Risk
13590.0,11,12,4367.67,13.522198142414862,5,5,5,555,Champions
13591.0,71,4,976.8100000000001,22.71651162790698,3,4,3,343,Loyal Customers
13593.0,23,9,3486.61,12.36386524822695,4,5,5,455,Champions
13594.0,121,1,136.35000000000002,19.47857142857143,2,1,1,211,Lost Customers
13595.0,152,3,818.22,5.383026315789474,2,3,3,233,At Risk
13597.0,36,2,396.71,23.335882352941177,4,2,2,422,New Customers
13598.0,131,4,609.42,10.329152542372881,2,4,3,243,At Risk
13599.0,2,14,5013.96,30.760490797546012,5,5,5,555,Champions
13600.0,270,1,298.9,13.586363636363636,1,1,2,112,Lost Customers
13601.0,28,2,491.82,5.123125,4,2,2,422,New Customers
13602.0,17,3,596.28,17.036571428571428,4,3,3,433,Loyal Customers
13604.0,294,1,717.62,34.172380952380955,1,1,3,113,Cannot Lose Them
13605.0,23,2,522.67,9.861698113207547,4,2,3,423,New Customers
13607.0,38,1,400.3,16.679166666666667,3,1,2,312,Others
13608.0,176,1,236.2,6.561111111111111,2,1,1,211,Lost Customers
13609.0,229,1,167.35,23.907142857142855,1,1,1,111,Lost Customers
13610.0,23,7,1044.0,5.494736842105263,4,5,4,454,Champions
13611.0,10,7,2147.73,13.85632258064516,5,5,5,555,Champions
13612.0,268,1,818.29,16.3658,1,1,3,113,Cannot Lose Them
13613.0,88,5,1039.8500000000001,17.62457627118644,2,4,4,244,At Risk
13614.0,29,2,748.73,10.696142857142858,4,2,3,423,New Customers
13615.0,35,7,5854.84,17.019883720930235,4,5,5,455,Champions
13616.0,204,2,288.1,7.786486486486487,1,2,2,122,Lost Customers
13617.0,44,5,734.57,11.659841269841271,3,4,3,343,Loyal Customers
13619.0,180,2,231.69,4.728367346938775,1,2,1,121,Lost Customers
13620.0,164,1,112.34,22.468,2,1,1,211,Lost Customers
13622.0,332,1,658.95,20.5921875,1,1,3,113,Cannot Lose Them
13623.0,16,5,1818.71,8.619478672985782,4,4,4,444,Champions
13624.0,24,1,462.08,21.003636363636364,4,1,2,412,New Customers
13625.0,232,1,301.26,14.345714285714285,1,1,2,112,Lost Customers
13626.0,15,1,449.81,17.9924,5,1,2,512,New Customers
13627.0,124,2,607.43,16.417027027027025,2,2,3,223,Cannot Lose Them
13628.0,312,1,310.14,19.38375,1,1,2,112,Lost Customers
13629.0,49,8,5578.5,199.23214285714286,3,5,5,355,Loyal Customers
13632.0,30,3,1526.88,20.358400000000003,4,3,4,434,Loyal Customers
13634.0,10,11,3498.31,13.352328244274808,5,5,5,555,Champions
13635.0,78,3,1928.1299999999999,19.281299999999998,2,3,4,234,At Risk
13639.0,72,1,312.93,16.47,2,1,2,212,Lost Customers
13640.0,247,1,405.0,101.25,1,1,2,112,Lost Customers
13641.0,276,5,1016.47,23.10159090909091,1,4,4,144,At Risk
13642.0,68,3,159.92,3.3316666666666666,3,3,1,331,Others
13643.0,18,7,1637.33,22.12608108108108,4,5,4,454,Champions
13646.0,35,2,326.25,5.625,4,2,2,422,New Customers
13647.0,130,4,1393.56,22.845245901639345,2,4,4,244,At Risk
13648.0,36,8,1764.02,16.641698113207546,4,5,4,454,Champions
13649.0,2,5,1332.28,12.934757281553399,5,4,4,544,Champions
13650.0,10,4,1451.66,19.100789473684213,5,4,4,544,Champions
13651.0,17,1,132.65,16.58125,4,1,1,411,New Customers
13652.0,4,3,1475.77,15.372604166666667,5,3,4,534,Loyal Customers
13653.0,123,1,152.2,16.91111111111111,2,1,1,211,Lost Customers
13654.0,16,5,3600.67,22.09,4,4,5,445,Champions
13655.0,10,4,1347.54,21.38952380952381,5,4,4,544,Champions
13656.0,135,2,699.2,18.400000000000002,2,2,3,223,Cannot Lose Them
13658.0,19,4,3386.33,26.25062015503876,4,4,5,445,Champions
13659.0,52,10,3321.68,19.42502923976608,3,5,5,355,Loyal Customers
13660.0,36,1,314.59,7.672926829268292,4,1,2,412,New Customers
13661.0,239,1,325.24,19.131764705882354,1,1,2,112,Lost Customers
13662.0,21,8,1352.35,16.09940476190476,4,5,4,454,Champions
13663.0,16,4,1858.04,21.605116279069765,4,4,4,444,Champions
13665.0,22,3,1711.6599999999999,16.147735849056602,4,3,4,434,Loyal Customers
13666.0,56,2,43.25,6.178571428571429,3,2,1,321,Others
13668.0,19,14,6726.35,22.421166666666668,4,5,5,455,Champions
13669.0,43,1,195.0,39.0,3,1,1,311,Others
13671.0,30,1,194.95,2.5651315789473683,4,1,1,411,New Customers
13672.0,366,1,233.53000000000003,19.460833333333337,1,1,1,111,Lost Customers
13674.0,68,1,240.68,17.19142857142857,3,1,1,311,Others
13676.0,175,2,243.9,18.76153846153846,2,2,1,221,Lost Customers
13677.0,40,2,556.1899999999999,5.19803738317757,3,2,3,323,Potential Loyalists
13679.0,129,3,281.26,5.6251999999999995,2,3,2,232,At Risk
13680.0,107,8,7713.25,16.87800875273523,2,5,5,255,At Risk
13683.0,93,1,258.6,25.860000000000003,2,1,2,212,Lost Customers
13684.0,26,3,529.75,6.705696202531645,4,3,3,433,Loyal Customers
13686.0,16,2,337.04,12.963076923076924,4,2,2,422,New Customers
13687.0,74,1,11880.84,264.01866666666666,2,1,5,215,Cannot Lose Them
13688.0,271,1,375.5,75.1,1,1,2,112,Lost Customers
13689.0,80,1,349.5,116.5,2,1,2,212,Lost Customers
13691.0,32,1,212.78,3.9403703703703705,4,1,1,411,New Customers
13692.0,44,2,1626.08,37.81581395348837,3,2,4,324,Potential Loyalists
13693.0,10,9,2011.82,18.97943396226415,5,5,4,554,Champions
13694.0,9,94,131443.19,137.34920585161964,5,5,5,555,Champions
13695.0,213,1,266.6,44.43333333333334,1,1,2,112,Lost Customers
13696.0,57,3,2020.4,84.18333333333334,3,3,4,334,Loyal Customers
13698.0,232,2,465.53000000000003,11.638250000000001,1,2,2,122,Lost Customers
13699.0,186,1,455.57,19.807391304347824,1,1,2,112,Lost Customers
13700.0,53,3,348.34,7.572608695652173,3,3,2,332,Others
13701.0,82,1,161.0,17.88888888888889,2,1,1,211,Lost Customers
13702.0,81,1,135.18,27.036,2,1,1,211,Lost Customers
13703.0,51,1,326.06,9.057222222222222,3,1,2,312,Others
13705.0,9,5,1323.47,23.63339285714286,5,4,4,544,Champions
13706.0,262,1,300.38,16.68777777777778,1,1,2,112,Lost Customers
13707.0,65,3,2559.45,23.920093457943924,3,3,5,335,Loyal Customers
13709.0,82,5,1263.7,17.55138888888889,2,4,4,244,At Risk
13710.0,59,2,329.04,47.00571428571429,3,2,2,322,Others
13711.0,42,7,1540.2,19.49620253164557,3,5,4,354,Loyal Customers
13712.0,246,1,537.58,23.373043478260872,1,1,3,113,Cannot Lose Them
13713.0,44,3,743.26,9.064146341463415,3,3,3,333,Loyal Customers
13714.0,101,1,161.35,5.378333333333333,2,1,1,211,Lost Customers
13715.0,8,13,7403.95,17.25862470862471,5,5,5,555,Champions
13717.0,93,2,318.29,14.467727272727274,2,2,2,222,Lost Customers
13719.0,29,6,1773.57,9.285706806282722,4,4,4,444,Champions
13721.0,31,1,217.39999999999998,15.528571428571427,4,1,1,411,New Customers
13722.0,56,7,3260.0,31.346153846153847,3,5,5,355,Loyal Customers
13723.0,28,5,1009.35,19.04433962264151,4,4,4,444,Champions
13724.0,273,1,213.01,5.071666666666666,1,1,1,111,Lost Customers
13727.0,247,6,746.57,11.66515625,1,4,3,143,At Risk
13728.0,23,10,1839.03,18.208217821782178,4,5,4,454,Champions
13729.0,71,3,724.73,18.582820512820515,3,3,3,333,Loyal Customers
13733.0,46,2,487.03000000000003,16.794137931034484,3,2,2,322,Others
13734.0,144,4,6701.640000000001,239.34428571428575,2,4,5,245,At Risk
13735.0,12,9,6927.9800000000005,15.060826086956522,5,5,5,555,Champions
13736.0,61,5,2034.31,5.558224043715847,3,4,4,344,Loyal Customers
13738.0,32,1,440.93,4.792717391304348,4,1,2,412,New Customers
13739.0,163,1,75.3,25.099999999999998,2,1,1,211,Lost Customers
13740.0,51,4,1247.02,17.31972222222222,3,4,4,344,Loyal Customers
13745.0,182,1,477.32,15.397419354838709,1,1,2,112,Lost Customers
13746.0,49,1,176.69,19.63222222222222,3,1,1,311,Others
13747.0,9,2,169.79999999999998,33.959999999999994,5,2,1,521,New Customers
13748.0,9,5,1320.1,42.58387096774193,5,4,4,544,Champions
13750.0,16,6,1954.92,38.33176470588236,4,4,4,444,Champions
13752.0,163,1,404.45000000000005,21.286842105263162,2,1,2,212,Lost Customers
13753.0,234,3,1353.31,30.073555555555554,1,3,4,134,At Risk
13754.0,73,1,164.45000000000002,18.272222222222226,2,1,1,211,Lost Customers
13756.0,3,10,4017.9800000000005,19.5047572815534,5,5,5,555,Champions
13757.0,310,1,195.55,24.44375,1,1,1,111,Lost Customers
13758.0,2,10,6226.43,32.42932291666667,5,5,5,555,Champions
13760.0,40,3,1076.85,17.368548387096773,3,3,4,334,Loyal Customers
13761.0,138,4,881.52,16.95230769230769,2,4,3,243,At Risk
13762.0,229,4,2165.76,77.34857142857143,1,4,5,145,At Risk
13763.0,53,2,3502.48,100.07085714285715,3,2,5,325,Potential Loyalists
13764.0,205,3,1431.5,8.520833333333334,1,3,4,134,At Risk
13765.0,289,1,352.821,20.754176470588238,1,1,2,112,Lost Customers
13766.0,131,1,190.35,11.197058823529412,2,1,1,211,Lost Customers
13767.0,5,39,18320.170000000002,42.904379391100704,5,5,5,555,Champions
13768.0,362,2,875.97,26.544545454545457,1,2,3,123,Cannot Lose Them
13769.0,3,11,3003.9100000000003,20.02606666666667,5,5,5,555,Champions
13770.0,58,4,785.37,16.361875,3,4,3,343,Loyal Customers
13771.0,169,5,3094.37,31.900721649484534,2,4,5,245,At Risk
13772.0,36,5,1982.09,4.980125628140703,4,4,4,444,Champions
13773.0,32,2,301.54,15.870526315789474,4,2,2,422,New Customers
13775.0,226,1,1049.66,16.661269841269842,1,1,4,114,Cannot Lose Them
13776.0,64,2,623.98,311.99,3,2,3,323,Potential Loyalists
13777.0,2,37,30501.260000000002,157.22298969072165,5,5,5,555,Champions
13778.0,127,3,945.79,27.02257142857143,2,3,3,233,At Risk
13779.0,151,1,161.13,5.967777777777777,2,1,1,211,Lost Customers
13780.0,43,1,375.81,8.739767441860465,3,1,2,312,Others
13781.0,228,2,650.99,16.27475,1,2,3,123,Cannot Lose Them
13782.0,89,7,881.72,6.8350387596899225,2,5,3,253,At Risk
13783.0,123,4,1542.09,154.209,2,4,4,244,At Risk
13784.0,70,3,447.44,37.28666666666667,3,3,2,332,Others
13785.0,64,4,542.49,18.083000000000002,3,4,3,343,Loyal Customers
13786.0,3,6,3128.54,26.73965811965812,5,4,5,545,Champions
13787.0,94,4,913.46,16.608363636363638,2,4,3,243,At Risk
13788.0,141,1,3.75,3.75,2,1,1,211,Lost Customers
13789.0,24,1,239.45999999999998,13.303333333333333,4,1,1,411,New Customers
13792.0,58,1,188.4,18.84,3,1,1,311,Others
13793.0,282,1,96.0,13.714285714285714,1,1,1,111,Lost Customers
13794.0,182,1,126.03,14.003333333333334,1,1,1,111,Lost Customers
13795.0,24,4,836.3,28.837931034482757,4,4,3,443,Loyal Customers
13796.0,135,1,289.7,13.168181818181818,2,1,2,212,Lost Customers
13797.0,72,3,1179.45,15.121153846153847,2,3,4,234,At Risk
13798.0,8,54,38683.02,103.70782841823055,5,5,5,555,Champions
13799.0,80,7,2114.71,31.562835820895522,2,5,4,254,At Risk
13800.0,66,2,1121.24,28.031,3,2,4,324,Potential Loyalists
13802.0,10,16,21659.69,55.82394329896907,5,5,5,555,Champions
13803.0,67,2,1061.84,17.407213114754096,3,2,4,324,Potential Loyalists
13804.0,71,2,572.73,17.8978125,3,2,3,323,Potential Loyalists
13807.0,3,3,422.2,16.887999999999998,5,3,2,532,Others
13809.0,30,2,524.65,40.357692307692304,4,2,3,423,New Customers
13813.0,163,4,1398.61,18.900135135135134,2,4,4,244,At Risk
13814.0,163,1,678.2,30.827272727272728,2,1,3,213,Cannot Lose Them
13815.0,42,4,3448.38,19.157666666666668,3,4,5,345,Loyal Customers
13818.0,65,1,61.28,12.256,3,1,1,311,Others
13819.0,305,3,1502.0,23.107692307692307,1,3,4,134,At Risk
13820.0,54,3,660.65,7.3405555555555555,3,3,3,333,Loyal Customers
13821.0,29,4,1025.09,6.8339333333333325,4,4,4,444,Champions
13823.0,16,5,2445.79,19.884471544715446,4,4,5,445,Champions
13824.0,15,7,1615.82,29.92259259259259,5,5,4,554,Champions
13825.0,257,2,255.59,6.38975,1,2,2,122,Lost Customers
13829.0,57,1,102.0,102.0,3,1,1,311,Others
13830.0,217,1,156.85000000000002,14.259090909090911,1,1,1,111,Lost Customers
13831.0,5,13,4820.59,42.66008849557522,5,5,5,555,Champions
13832.0,58,1,561.49,10.397962962962962,3,1,3,313,Potential Loyalists
13833.0,40,1,316.56,19.785,3,1,2,312,Others
13834.0,212,2,324.19,20.261875,1,2,2,122,Lost Customers
13835.0,155,3,260.7,16.29375,2,3,2,232,At Risk
13836.0,35,2,620.37,20.011935483870968,4,2,3,423,New Customers
13838.0,5,7,1274.3600000000001,4.276375838926175,5,5,4,554,Champions
13839.0,122,1,139.95000000000002,19.992857142857144,2,1,1,211,Lost Customers
13840.0,52,1,651.4,16.285,3,1,3,313,Potential Loyalists
13842.0,2,10,2244.29,15.062348993288591,5,5,5,555,Champions
13843.0,17,1,319.75,17.76388888888889,4,1,2,412,New Customers
13846.0,35,1,442.73,17.028076923076924,4,1,2,412,New Customers
13847.0,355,1,310.72,16.353684210526318,1,1,2,112,Lost Customers
13848.0,2,6,2080.0,346.6666666666667,5,4,4,544,Champions
13849.0,33,3,1931.35,16.22983193277311,4,3,4,434,Loyal Customers
13851.0,15,5,1955.0,33.13559322033898,5,4,4,544,Champions
13852.0,246,1,187.35000000000002,17.031818181818185,1,1,1,111,Lost Customers
13854.0,1,15,4144.44,58.37239436619718,5,5,5,555,Champions
13855.0,136,4,1310.3400000000001,17.949863013698632,2,4,4,244,At Risk
13856.0,99,8,753.53,18.83825,2,5,3,253,At Risk
13857.0,29,6,1001.01,7.820390625,4,4,4,444,Champions
13859.0,165,1,314.7,39.3375,2,1,2,212,Lost Customers
13861.0,65,2,273.26,13.012380952380951,3,2,2,322,Others
13862.0,25,1,346.73,16.510952380952382,4,1,2,412,New Customers
13863.0,101,3,933.77,18.6754,2,3,3,233,At Risk
13864.0,22,1,662.4000000000001,662.4000000000001,4,1,3,413,New Customers
13869.0,17,6,5006.62,9.053562386980108,4,4,5,445,Champions
13870.0,23,7,2941.14,23.342380952380953,4,5,5,455,Champions
13871.0,64,4,1482.6,22.46363636363636,3,4,4,344,Loyal Customers
13872.0,163,3,919.57,16.13280701754386,2,3,3,233,At Risk
13873.0,19,5,649.32,17.54918918918919,4,4,3,443,Loyal Customers
13874.0,140,6,1508.7,29.58235294117647,2,4,4,244,At Risk
13875.0,23,9,3027.58,18.238433734939758,4,5,5,455,Champions
13877.0,106,2,332.44,16.622,2,2,2,222,Lost Customers
13878.0,183,3,1191.53,16.782112676056336,1,3,4,134,At Risk
13879.0,281,1,395.5,15.82,1,1,2,112,Lost Customers
13880.0,3,5,1171.89,18.31078125,5,4,4,544,Champions
13881.0,11,23,28019.58,100.42860215053764,5,5,5,555,Champions
13883.0,39,10,3885.54,22.330689655172414,3,5,5,355,Loyal Customers
13884.0,12,5,1100.88,8.403664122137405,5,4,4,544,Champions
13888.0,40,5,1563.42,10.857083333333334,3,4,4,344,Loyal Customers
13889.0,18,5,1574.3300000000002,23.151911764705886,4,4,4,444,Champions
13890.0,10,4,1043.57,16.564603174603175,5,4,4,544,Champions
13891.0,14,3,863.5600000000001,8.6356,5,3,3,533,Loyal Customers
13892.0,113,2,634.68,70.52,2,2,3,223,Cannot Lose Them
13895.0,151,2,1415.45,20.81544117647059,2,2,4,224,Cannot Lose Them
13896.0,261,1,388.55,18.502380952380953,1,1,2,112,Lost Customers
13897.0,74,2,849.56,20.227619047619047,2,2,3,223,Cannot Lose Them
13898.0,47,1,530.47,15.602058823529413,3,1,3,313,Potential Loyalists
13900.0,25,3,869.64,16.723846153846154,4,3,3,433,Loyal Customers
13901.0,10,10,2809.14,17.44807453416149,5,5,5,555,Champions
13902.0,268,5,34095.26,541.1946031746032,1,4,5,145,At Risk
13903.0,36,1,165.45000000000002,16.545,4,1,1,411,New Customers
13905.0,368,1,312.65,26.054166666666664,1,1,2,112,Lost Customers
13906.0,45,1,42.0,42.0,3,1,1,311,Others
13907.0,327,1,136.8,34.2,1,1,1,111,Lost Customers
13909.0,59,2,286.6,7.348717948717949,3,2,2,322,Others
13911.0,15,11,1654.08,18.378666666666668,5,5,4,554,Champions
13912.0,59,1,124.95,17.85,3,1,1,311,Others
13913.0,142,1,42.22,14.073333333333332,2,1,1,211,Lost Customers
13915.0,30,1,70.80000000000001,35.400000000000006,4,1,1,411,New Customers
13916.0,99,4,1275.81,17.240675675675675,2,4,4,244,At Risk
13919.0,60,2,975.87,19.915714285714287,3,2,3,323,Potential Loyalists
13920.0,67,4,1774.68,20.635813953488373,3,4,4,344,Loyal Customers
13921.0,38,4,730.7,16.606818181818184,3,4,3,343,Loyal Customers
13922.0,73,2,692.95,30.12826086956522,2,2,3,223,Cannot Lose Them
13927.0,73,1,359.27,17.9635,2,1,2,212,Lost Customers
13929.0,52,9,2651.45,55.23854166666666,3,5,5,355,Loyal Customers
13931.0,28,9,4019.85,18.872535211267603,4,5,5,455,Champions
13935.0,232,3,6116.92,76.4615,1,3,5,135,At Risk
13936.0,18,2,563.08,17.063030303030303,4,2,3,423,New Customers
13937.0,38,1,721.28,16.028444444444442,3,1,3,313,Potential Loyalists
13939.0,67,4,992.41,15.267846153846154,3,4,4,344,Loyal Customers
13941.0,8,11,6009.34,100.15566666666668,5,5,5,555,Champions
13942.0,170,1,320.0,320.0,2,1,2,212,Lost Customers
13943.0,213,1,246.54,16.436,1,1,1,111,Lost Customers
13944.0,289,1,200.43,5.726571428571429,1,1,1,111,Lost Customers
13945.0,30,2,854.15,16.748039215686273,4,2,3,423,New Customers
13946.0,12,3,1314.66,29.21466666666667,5,3,4,534,Loyal Customers
13948.0,47,3,446.76,21.274285714285714,3,3,2,332,Others
13952.0,16,12,9572.45,35.19283088235294,4,5,5,455,Champions
13953.0,45,5,3125.0,625.0,3,4,5,345,Loyal Customers
13955.0,11,1,222.21,4.115,5,1,1,511,New Customers
13957.0,53,3,458.25,16.97222222222222,3,3,2,332,Others
13958.0,15,8,4709.2300000000005,20.745506607929517,5,5,5,555,Champions
13959.0,35,3,477.98,6.732112676056338,4,3,2,432,Others
13961.0,28,1,538.4,28.336842105263155,4,1,3,413,New Customers
13962.0,71,1,193.25,16.104166666666668,3,1,1,311,Others
13963.0,3,14,2347.33,17.133795620437954,5,5,5,555,Champions
13964.0,23,2,438.9,18.287499999999998,4,2,2,422,New Customers
13965.0,112,3,996.61,41.525416666666665,2,3,4,234,At Risk
13966.0,71,1,390.86,17.766363636363636,3,1,2,312,Others
13967.0,32,1,85.6,21.4,4,1,1,411,New Customers
13968.0,59,1,123.66,15.4575,3,1,1,311,Others
13969.0,1,18,4311.93,8.983187500000001,5,5,5,555,Champions
13970.0,22,2,846.55,65.11923076923077,4,2,3,423,New Customers
13971.0,59,6,1909.31,18.012358490566037,3,4,4,344,Loyal Customers
13974.0,218,1,264.13,17.608666666666668,1,1,2,112,Lost Customers
13975.0,29,6,2832.56,6.8419323671497585,4,4,5,445,Champions
13976.0,142,3,834.38,18.13869565217391,2,3,3,233,At Risk
13977.0,47,1,519.8100000000001,39.98538461538462,3,1,3,313,Potential Loyalists
13979.0,29,6,2546.36,7.233977272727273,4,4,5,445,Champions
